Id1;Act1A1;Act1A2;Act2A1;Act2A2;ReasA1;ReasA2;REA1;REA2;NumTA1;NumTA2;T1A1;T1A2;T1SA1;T1SA2;T1TA1;T1TA2;T1TyA1;T1TyA2;T1SubjA1;T1SubjA2;T2A1;T2A2;T2SA1;T2SA2;T2TA1;T2TA2;T2TyA1;T2TyA2;T2SubjA1;T2SubjA2;T3A1;T3A2;T3SA1;T3SA2;T3TA1;T3TA2;T3TyA1;T3TyA2;T3SubjA1;T3SubjA2
69696;request;request;{};{};internal collaboration;administrative procedure;postponed reply;postponed reply;0;1;{};give me a call this afternoon at your convenience.;;1;;2;;procedural;{};meeting;{};{};;;;;;;{};{};;;;;;;;;;
259778;request;deliver;propose;{};administrative procedure;administrative procedure;immediate reply;accountable non-answer;3;0;information;{};3;;3;;informational;;information;{};request;{};4;;4;;procedural;;instructions;{};deal changing;{};3;;3;;procedural;;decision;{}
338183;commit;deliver;{};{};personal;external collaboration;accountable non-answer;postponed reply;0;0;{};{};;;;;;;{};{};{};{};;;;;;;{};{};;;;;;;;;;
383705;propose;deliver;{};{};internal collaboration;personal;immediate reply;immediate reply;1;0;provide an answer;{};2;;3;;informational;;information;{};{};{};;;;;;;{};{};{};{};;;;;;;{};{}
173337;propose;request;{};{};internal collaboration;administrative procedure;immediate reply;immediate reply;1;1;propose a time for a meeting;team meeting;3;4;4;4;procedural;physical;meeting;meeting;{};{};;;;;;;{};{};{};{};;;;;;;{};{}
142626;deliver;remind;{};greet;internal collaboration;internal collaboration;postponed reply;accountable non-answer;0;0;{};{};;;;;;;{};{};{};{};;;;;;;{};{};{};{};;;;;;;{};{}
49978;request;request;{};{};internal collaboration;administrative procedure;accountable non-answer;immediate reply;1;1;collaborate with kerry;coordinate meeting;3;2;3;4;procedural;procedural;collaboration;meeting;{};{};;;;;;;{};{};;;;;;;;;;
41672;request;request;{};{};personal;logistic arrangements;postponed reply;postponed reply;1;1;please update my email lists.;update email lists;1;1;2;1;procedural;physical;service;service;{};{};;;;;;;{};{};{};{};;;;;;;{};{}
29258;deliver;remind;{};{};internal collaboration;internal collaboration;accountable non-answer;accountable non-answer;1;0;inform regarding received documents;{};1;;3;;informational;;information;{};{};{};;;;;;;{};{};;;;;;;;;;
140537;deliver;deliver;{};remind;internal collaboration;internal collaboration;ignore;accountable non-answer;0;0;{};{};;;;;;;{};{};{};{};;;;;;;{};{};{};{};;;;;;;{};{}
8392;deliver;deliver;{};{};administrative procedure;internal collaboration;accountable non-answer;accountable non-answer;0;0;{};{};;;;;;;{};{};{};{};;;;;;;{};{};{};{};;;;;;;{};{}
305173;request;remind;{};{};other;other;ignore;ignore;0;0;{};{};;;;;;;{};{};{};{};;;;;;;{};{};{};{};;;;;;;{};{}
249036;deliver;deliver;{};{};internal collaboration;legal procedure;postponed reply;immediate reply;0;1;{};let know availability;;3;;4;;procedural;{};meeting;{};{};;;;;;;{};{};;;;;;;;;;
180854;request;request;{};{};internal collaboration;internal collaboration;immediate reply;immediate reply;1;1;find out what happened with sita;respond what happened to sita;1;1;3;1;informational;informational;information;information;{};{};;;;;;;{};{};{};{};;;;;;;{};{}
172894;deliver;deliver;{};{};external collaboration;internal collaboration;accountable non-answer;accountable non-answer;0;1;{};can the sender put reporters in contact with the receiver;;1;;3;;procedural;{};information;{};{};;;;;;;{};{};{};{};;;;;;;{};{}
338265;deliver;deliver;{};{};administrative procedure;administrative procedure;accountable non-answer;accountable non-answer;0;1;{};any issues with having a meeting during customer october meeting;;4;;2;;procedural;{};meeting;{};{};;;;;;;{};{};;;;;;;;;;
9668;deliver;request;{};{};internal collaboration;internal collaboration;postponed reply;accountable non-answer;0;0;{};{};;;;;;;{};{};{};{};;;;;;;{};{};{};{};;;;;;;{};{}
249582;deliver;deliver;{};{};administrative procedure;legal procedure;accountable non-answer;accountable non-answer;1;3;if questions call;reviewconfirm and forward to legal dept.;1;2;1;3;informational;procedural;information;{};{};{};;;;;;;{};{};;;;;;;;;;
78292;greet;request;{};{};personal;personal;postponed reply;postponed reply;1;1;where sounds fun;opinion on vacation;1;4;1;3;informational;informational;information;information;{};{};;;;;;;{};{};{};{};;;;;;;{};{}
103855;request;request;deliver;{};internal collaboration;internal collaboration;postponed reply;postponed reply;3;1;email me when you want to chat;please call me;1;1;2;3;informational;procedural;meeting;collaboration;let me know when you're available to chat;{};2;;2;;informational;;meeting;{};let lisa lees know of any issues or conflicts that arise;{};2;;3;;procedural;;information;{}
41198;deliver;deliver;request;{};travel planning;personal;immediate reply;postponed reply;1;1;answer if tickets are correct.;let her know if ticket numbers are correct;3;3;3;1;informational;physical;information;event;{};{};;;;;;;{};{};{};{};;;;;;;{};{}
210574;propose;commit;{};request;internal collaboration;external collaboration;accountable non-answer;postponed reply;0;1;{};work with legislature to create an energy tariff to encourage investments in california enterprize zones;;1;;1;;procedural;{};collaboration;{};ask other members of the team about the original task to get their opinion on the matter.;;2;;2;;procedural;{};decision;{};{};;;;;;;{};{}
210948;greet;greet;{};{};personal;personal;accountable non-answer;accountable non-answer;0;0;{};{};;;;;;;{};{};{};{};;;;;;;{};{};{};{};;;;;;;{};{}
304009;deliver;remind;{};{};administrative procedure;administrative procedure;accountable non-answer;immediate reply;1;0;read the mid year report;{};1;;1;;informational;;information;{};{};{};;;;;;;{};{};{};{};;;;;;;{};{}
8793;request;request;{};{};internal collaboration;travel planning;immediate reply;immediate reply;1;1;eta on netherlands;what is the status on an eta for the netherlands;2;4;;3;informational;informational;information;collaboration;{};{};;;;;;;{};{};{};{};;;;;;;{};{}
33572;deliver;deliver;{};{};internal collaboration;other;accountable non-answer;accountable non-answer;0;0;{};{};;;;;;;{};{};{};{};;;;;;;{};{};{};{};;;;;;;{};{}
30929;greet;greet;{};{};personal;personal;ignore;ignore;0;0;{};{};;;;;;;{};{};{};{};;;;;;;{};{};;;;;;;;;;
33513;deliver;deliver;{};{};internal collaboration;legal procedure;ignore;accountable non-answer;0;0;{};{};;;;;;;{};{};{};{};;;;;;;{};{};{};{};;;;;;;{};{}
105818;remind;remind;{};{};administrative procedure;internal collaboration;immediate reply;ignore;0;0;{};{};;;;;;;{};{};{};{};;;;;;;{};{};{};{};;;;;;;{};{}
260362;deliver;deliver;{};{};internal collaboration;administrative procedure;postponed reply;accountable non-answer;0;0;{};{};;;;;;;{};{};{};{};;;;;;;{};{};{};{};;;;;;;{};{}
384492;request;request;{};{};personal;personal;immediate reply;postponed reply;1;1;let person know if going to attend event.;please let me no whether or not you will be there;3;3;3;1;physical;physical;event;event;;;;;;;;;;;;;;;;;;;;
104532;deliver;deliver;{};{};internal collaboration;internal collaboration;accountable non-answer;accountable non-answer;0;0;{};{};;;;;;;{};{};{};{};;;;;;;{};{};{};{};;;;;;;{};{}
384366;remind;request;{};{};administrative procedure;personal;accountable non-answer;accountable non-answer;1;1;be on time;inform person to arrive on time;4;3;4;3;physical;physical;meeting;event;;;;;;;;;;;;;;;;;;;;
384364;amend;commit;{};propose;internal collaboration;administrative procedure;ignore;accountable non-answer;0;0;{};{};;;;;;;{};{};;;;;;;;;;;;;;;;;;;;
383649;greet;deliver;{};{};logistic arrangements;internal collaboration;immediate reply;accountable non-answer;0;0;{};{};;;;;;;{};{};{};{};;;;;;;{};{};{};{};;;;;;;{};{}
305589;remind;deliver;{};{};personal;internal collaboration;immediate reply;postponed reply;profiling;1;profiling a person;profile kirstee;3;3;3;3;informational;procedural;information;instructions;{};{};;;;;;;{};{};{};{};;;;;;;{};{}
172899;request;request;{};{};internal collaboration;internal collaboration;immediate reply;postponed reply;1;1;please respond to the request;respond to request.;3;1;3;2;informational;procedural;service;service;{};{};;;;;;;{};{};{};{};;;;;;;{};{}
19908;deliver;deliver;{};{};internal collaboration;internal collaboration;accountable non-answer;accountable non-answer;1;0;inform regarding received documents;{};2;;3;;informational;;information;{};{};{};;;;;;;{};{};;;;;;;;;;
19909;propose;deliver;propose;{};other;internal collaboration;postponed reply;accountable non-answer;1;0;morgan group capital inc;{};2;;2;;informational;;information;{};{};{};;;;;;;{};{};;;;;;;;;;
210005;remind;deliver;{};{};internal collaboration;internal collaboration;accountable non-answer;accountable non-answer;0;0;{};{};;;;;;;{};{};{};{};;;;;;;{};{};{};{};;;;;;;{};{}
33683;deliver;amend;{};{};internal collaboration;internal collaboration;postponed reply;immediate reply;0;1;{};response to the type of cases out;;1;;2;;informational;{};collaboration;{};{};;;;;;;{};{};{};{};;;;;;;{};{}
174793;propose;propose;{};deliver;internal collaboration;internal collaboration;accountable non-answer;immediate reply;0;1;{};review the process with mark and jeff;;1;;4;;procedural;{};meeting;{};{};;;;;;;{};{};;;;;;;;;;
260566;deliver;amend;{};request;internal collaboration;internal collaboration;accountable non-answer;immediate reply;0;1;{};get the traders names;;3;;3;;informational;{};instructions;{};{};;;;;;;{};{};{};{};;;;;;;{};{}
33689;deliver;deliver;{};request;internal collaboration;internal collaboration;accountable non-answer;immediate reply;0;2;{};respond to the question please advise if you know any disclosure items for the letter;;1;;2;;informational;{};information;{};get response to john i need blurb re dodson case is this still pending?;;1;;3;;physical;{};service;{};{};;;;;;;{};{}
50232;deliver;greet;{};{};other;external collaboration;accountable non-answer;accountable non-answer;0;0;{};{};;;;;;;{};{};{};{};;;;;;;{};{};;;;;;;;;;
139692;deliver;deliver;{};propose;administrative procedure;internal collaboration;accountable non-answer;postponed reply;0;2;{};read over 2 written consents and give feedback;;1;;2;;procedural;{};collaboration;{};need to coordinate a meeting togethor;;1;;2;;procedural;{};collaboration;{};{};;;;;;;{};{}
101042;propose;deliver;{};{};legal procedure;legal procedure;immediate reply;accountable non-answer;to look a agreement;0;asking the city of glendale for approval;{};3;;;;procedural;;decision;{};{};{};;;;;;;{};{};;;;;;;;;;
1483;greet;propose;{};{};other;internal collaboration;postponed reply;postponed reply;1;1;{};are you available for breakfast with panda on wed morning?;1;3;1;2;physical;physical;information;meeting;{};{};;;;;;;{};{};;;;;;;;;;
30790;deliver;greet;{};{};personal;personal;accountable non-answer;postponed reply;1;1;link forwarding to a friend to share;this is realy nice;3;2;3;2;informational;informational;other;{};{};{};;;;;;;{};{};;;;;;;;;;
384393;remind;greet;greet;{};personal;personal;ignore;ignore;0;0;{};{};;;;;;;{};{};;;;;;;;;;;;;;;;;;;;
306123;commit;remind;{};{};travel planning;administrative procedure;accountable non-answer;accountable non-answer;0;0;{};{};;;;;;;{};{};{};{};;;;;;;{};{};{};{};;;;;;;{};{}
384391;deliver;deliver;{};{};personal;external collaboration;ignore;accountable non-answer;1;0;inform of logistical plans regarding game;{};3;;2;;informational;;event;{};;;;;;;;;;;;;;;;;;;;
173611;deliver;deliver;{};{};personal;personal;accountable non-answer;ignore;0;0;{};{};;;;;;;{};{};{};{};;;;;;;{};{};{};{};;;;;;;{};{}
33863;{};{};{};deliver;other;internal collaboration;postponed reply;accountable non-answer;0;0;{};{};;;;;;;{};{};{};{};;;;;;;{};{};{};{};;;;;;;{};{}
175095;request;propose;{};{};administrative procedure;internal collaboration;postponed reply;immediate reply;1;1;shouldn't ray bowen or jeff mcmahon participate?;answer if they should participate;1;1;1;3;procedural;informational;meeting;information;{};{};;;;;;;{};{};;;;;;;;;;
338844;commit;deliver;{};{};internal collaboration;internal collaboration;accountable non-answer;postponed reply;0;0;{};{};;;;;;;{};{};{};{};;;;;;;{};{};;;;;;;;;;
249149;deliver;deliver;{};{};administrative procedure;personal;accountable non-answer;accountable non-answer;0;1;{};change name;;1;;2;;informational;{};information;{};{};;;;;;;{};{};;;;;;;;;;
78178;deliver;refuse;{};{};administrative procedure;logistic arrangements;immediate reply;immediate reply;0;0;{};{};;;;;;;{};{};{};{};;;;;;;{};{};{};{};;;;;;;{};{}
9377;request;request;{};greet;administrative procedure;internal collaboration;accountable non-answer;immediate reply;0;1;{};review the performance of employee david portz.;;2;;2;;procedural;{};service;{};{};;;;;;;{};{};{};{};;;;;;;{};{}
142714;request;request;{};{};personal;personal;immediate reply;immediate reply;1;1;picture day;ideas on where to take the son;4;2;3;1;informational;physical;decision;product;{};{};;;;;;;{};{};{};{};;;;;;;{};{}
78049;request;deliver;{};{};administrative procedure;internal collaboration;accountable non-answer;postponed reply;1;1;print report;print please;2;2;3;2;physical;physical;product;information;{};{};;;;;;;{};{};{};{};;;;;;;{};{}
248913;deliver;deliver;{};{};other;internal collaboration;ignore;ignore;0;0;{};{};;;;;;;{};{};{};{};;;;;;;{};{};;;;;;;;;;
209693;deliver;deliver;{};request;internal collaboration;internal collaboration;postponed reply;immediate reply;0;1;{};a mass forward to take a look maybe implying a conference video.;;2;;;;informational;{};information;{};{};;;;;;;{};{};{};{};;;;;;;{};{}
77707;request;request;request;{};internal collaboration;other;immediate reply;{};1;1;letting them know if they can change the meeting times;change meeting time.;1;2;3;3;procedural;procedural;meeting;meeting;{};{};;;;;;;{};{};{};{};;;;;;;{};{}
135256;deliver;deliver;{};{};external collaboration;administrative procedure;accountable non-answer;ignore;1;0;inform of information;{};2;;3;;informational;;information;{};{};{};;;;;;;{};{};;;;;;;;;;
135257;deliver;deliver;{};greet;external collaboration;internal collaboration;accountable non-answer;postponed reply;0;0;{};{};;;;;;;{};{};{};{};;;;;;;{};{};;;;;;;;;;
135258;request;propose;{};deliver;administrative procedure;internal collaboration;postponed reply;immediate reply;1;2;take a look and share thoughts;verification of the file attached;1;2;3;3;informational;informational;information;information;{};filing of the information;;2;;4;;physical;{};information;;;;;;;;;;
9456;request;deliver;{};{};personal;personal;immediate reply;accountable non-answer;1;0;request information for vacation days;{};1;;1;;procedural;;acknowledgement;{};{};{};;;;;;;{};{};{};{};;;;;;;{};{}
305771;refuse;refuse;request;deliver;other;travel planning;postponed reply;immediate reply;1;1;request for an interview;go to the venue;3;2;3;3;procedural;procedural;{};reservation;{};{};;;;;;;{};{};{};{};;;;;;;{};{}
49558;propose;propose;{};{};internal collaboration;administrative procedure;immediate reply;postponed reply;1;1;discuss today.;let's discuss today.;2;2;3;3;informational;procedural;collaboration;meeting;{};{};;;;;;;{};{};;;;;;;;;;
49660;request;request;{};{};external collaboration;internal collaboration;immediate reply;postponed reply;1;1;relay future plans;discuss with ben regarding local governments;2;2;3;4;physical;informational;service;information;{};{};;;;;;;{};{};;;;;;;;;;
210988;propose;deliver;{};{};other;other;ignore;ignore;0;0;{};{};;;;;;;{};{};{};{};;;;;;;{};{};{};{};;;;;;;{};{}
104745;request;propose;{};{};internal collaboration;administrative procedure;postponed reply;accountable non-answer;1;1;provide information;comply with message.;2;1;3;4;informational;procedural;information;instructions;{};{};;;;;;;{};{};{};{};;;;;;;{};{}
